나이,계약유형,이번달_주당방문횟수,총_이용개월수,상대_방문공백,일평균_운동시간,주_이용_시간대_혼잡도,PT_가입여부,그룹수업_참여,최근한달_부상경험,서비스불만_환경불편,서비스불만_비매너회원,기구불만_기구부족,기구불만_기구상태불만,직원불만_불친절,직원불만_전문성부족,가격불만,이탈
20,3,1,5,7.36,82,보통,0,1,1,3,3,2,3,4,2,3,1
23,1,2,2,0.41,101,보통,0,0,0,3,3,3,4,3,3,3,1
67,6,2,10,2.39,110,혼잡,0,0,0,5,4,3,4,3,3,1,1
46,6,3,10,0.58,147,여유,0,0,0,2,4,3,4,4,3,3,0
36,12,3,14,0.3,92,여유,0,0,0,4,1,1,3,3,3,4,0
49,6,1,8,1.42,79,보통,0,0,0,3,4,4,1,3,3,3,0
60,3,7,2,0.16,109,여유,1,1,0,3,4,3,4,4,5,3,0
51,1,1,11,1.26,20,여유,0,0,0,3,4,3,2,3,3,2,0
42,12,4,7,0.5,67,여유,0,0,0,1,3,4,4,5,4,4,0
24,12,3,29,0.83,119,보통,1,0,0,3,3,2,2,4,4,2,0
19,6,1,1,0.84,48,보통,0,1,0,4,3,3,4,3,3,5,1
17,6,2,6,2.14,51,매우혼잡,0,0,0,5,3,5,4,2,2,3,1
18,1,4,18,0.42,36,보통,0,0,0,2,1,3,3,4,4,2,0
43,6,2,11,0.96,71,보통,1,0,0,4,3,5,4,4,5,4,0
38,1,3,12,1.71,73,여유,0,1,0,3,2,4,5,4,5,4,0
69,12,3,17,1.13,57,보통,1,1,0,4,4,4,4,4,4,3,0
45,12,3,21,0.38,66,여유,0,0,0,3,5,2,3,3,3,2,0
21,12,0,5,1.1,39,보통,0,0,0,4,4,4,3,4,5,4,1
36,1,3,9,0.8,63,보통,1,0,0,3,1,2,2,3,3,3,0
21,6,3,12,0.86,81,여유,0,1,0,5,1,3,3,5,4,4,0
48,6,1,18,1.05,60,여유,0,1,0,3,3,3,4,4,5,5,0
48,6,1,11,2.27,75,여유,0,0,0,1,4,1,1,1,3,3,0
32,6,2,12,0.83,20,여유,0,0,0,4,1,3,3,5,5,5,0
52,6,3,7,0.57,46,보통,1,0,0,2,4,5,5,5,5,3,0
61,1,0,6,6.31,32,보통,0,0,1,5,4,4,4,4,5,5,1
22,3,2,7,1.14,104,매우혼잡,0,1,0,4,2,5,5,4,3,5,1
40,6,0,2,2.32,76,보통,0,0,0,3,4,4,4,3,2,4,1
55,12,4,21,0.39,50,보통,0,1,0,3,5,4,3,5,4,3,0
32,1,2,13,0.99,80,보통,0,0,0,4,3,2,3,3,3,5,1
68,3,0,12,7.56,35,혼잡,0,0,1,5,3,4,4,5,5,3,1
38,3,0,22,1.55,40,혼잡,0,0,0,4,4,3,3,4,3,2,1
26,12,2,24,1.09,19,혼잡,0,1,0,3,3,3,3,2,1,3,1
58,3,3,6,0.46,51,혼잡,0,1,0,5,5,4,3,5,5,3,1
62,6,2,6,1.71,53,보통,0,0,0,4,2,1,3,2,2,4,1
38,12,4,11,0.76,66,보통,0,0,0,2,4,3,3,2,3,4,0
64,1,5,18,0.22,99,보통,0,1,0,1,3,2,3,3,4,1,0
35,3,1,21,1.01,43,혼잡,0,1,0,4,4,4,4,5,5,4,0
41,12,6,9,0.11,79,보통,1,0,0,1,4,3,3,5,5,1,0
36,6,7,39,0.31,39,혼잡,0,1,0,4,3,3,4,2,5,2,0
24,6,3,23,0.56,39,여유,0,0,0,3,3,3,3,4,4,4,0
41,6,1,13,0.71,42,혼잡,0,1,0,2,2,4,4,4,4,3,0
26,6,1,12,3.55,33,매우혼잡,0,0,0,4,4,3,4,4,4,5,1
39,3,1,2,5.41,109,혼잡,0,0,1,3,4,3,3,5,5,3,1
16,12,1,4,1.12,57,보통,0,0,0,3,5,3,1,5,4,4,0
28,3,3,7,1.17,65,여유,0,0,0,2,5,1,3,3,5,2,0
39,6,3,8,0.41,70,보통,0,1,0,4,4,4,5,4,5,2,1
17,1,5,5,0.39,49,여유,0,1,0,2,2,3,4,3,4,3,0
32,6,2,13,0.59,76,매우혼잡,0,0,0,5,3,5,5,3,4,3,1
42,6,2,11,0.52,49,혼잡,0,0,0,5,5,3,4,5,3,3,0
44,6,4,8,0.97,62,여유,1,1,0,2,2,1,2,3,3,1,0
23,12,2,1,0.3,55,보통,0,0,0,1,2,1,3,3,2,1,0
40,3,0,10,1.24,64,혼잡,0,0,0,2,4,3,2,2,3,2,0
69,6,2,20,0.92,74,혼잡,1,0,0,4,4,5,5,5,4,2,0
50,3,4,2,0.89,77,여유,1,1,0,1,4,1,3,2,3,3,0
53,12,4,6,0.6,44,여유,0,1,0,4,3,2,4,5,4,4,1
36,12,2,5,0.97,51,여유,0,0,1,3,3,2,3,4,4,1,0
27,3,2,13,0.36,69,보통,0,0,0,4,4,4,3,4,2,4,0
48,1,4,2,0.17,86,여유,0,1,0,3,1,3,3,3,2,3,0
62,3,1,6,0.92,104,여유,1,0,0,2,3,1,3,4,3,3,0
32,1,2,27,0.61,86,보통,0,0,0,2,3,3,2,4,4,1,0
33,12,2,16,0.58,34,보통,0,0,0,5,4,3,3,5,5,4,0
23,1,4,16,0.91,77,보통,0,1,0,2,3,3,4,1,1,3,0
61,3,3,36,0.76,62,혼잡,0,0,0,4,5,3,5,4,4,3,0
43,6,1,5,1.5,45,여유,0,1,1,3,4,3,4,2,4,3,1
23,1,0,36,1.79,29,보통,0,0,0,2,3,2,4,3,3,4,0
44,3,1,16,1.45,91,혼잡,0,0,0,4,4,1,3,2,3,4,0
33,12,3,9,0.98,73,보통,0,1,0,4,4,4,3,4,5,5,1
70,12,3,9,0.36,43,여유,0,0,0,3,3,1,3,4,3,1,0
30,6,3,8,0.84,87,보통,1,0,0,4,4,4,4,4,4,4,0
45,12,7,6,1.36,61,보통,0,1,0,3,4,3,1,4,4,3,0
31,12,3,4,0.94,109,매우혼잡,1,0,0,4,4,5,4,4,3,4,1
32,1,4,5,0.3,118,여유,0,0,0,4,3,2,4,5,4,4,0
53,12,6,5,0.16,74,보통,0,1,0,3,4,4,3,4,3,3,1
34,12,4,10,0.39,68,매우혼잡,0,0,0,3,4,4,4,4,4,2,0
40,12,0,3,3.55,82,매우혼잡,0,0,0,5,5,4,4,5,5,4,1
31,6,3,20,0.37,109,혼잡,0,1,0,4,5,4,4,1,4,5,0
62,6,1,22,2.36,38,혼잡,0,0,0,3,2,4,3,4,4,3,0
46,3,4,5,0.65,73,보통,0,0,0,5,2,4,5,4,5,4,0
44,12,1,12,1.48,59,여유,0,0,0,3,1,3,4,3,5,4,0
46,12,2,6,1.28,60,혼잡,0,0,0,3,4,3,3,5,4,3,0
31,6,0,8,1.97,48,혼잡,0,0,0,5,4,2,4,4,5,5,0
51,12,3,26,0.4,29,여유,1,0,0,4,4,1,3,3,4,4,0
32,1,5,14,0.11,78,혼잡,0,0,0,2,3,3,2,4,4,3,1
58,6,0,4,2.35,39,혼잡,0,0,0,4,3,3,3,3,3,3,1
37,3,4,6,0.21,67,보통,1,1,0,4,5,3,3,5,5,4,0
54,6,0,4,1.05,62,보통,0,0,0,4,1,2,1,2,3,4,1
21,1,1,1,0.93,63,혼잡,0,0,0,2,4,4,3,2,3,3,1
48,3,4,26,0.52,109,여유,1,0,0,4,3,3,2,5,5,4,0
39,1,3,10,1.02,64,매우혼잡,0,0,0,4,4,4,4,4,5,3,0
69,6,4,40,0.47,32,여유,0,0,0,4,1,3,5,3,4,3,0
52,12,0,7,4.02,52,여유,0,0,0,4,3,4,5,4,5,4,1
38,1,2,6,0.93,53,여유,1,0,0,1,2,1,3,4,4,1,0
20,12,3,3,0.28,74,여유,0,0,0,2,4,3,4,3,3,4,0
28,6,4,2,0.29,35,여유,0,1,0,2,1,1,2,4,3,3,0
25,12,1,4,2.41,67,여유,0,1,0,2,3,4,4,3,4,4,0
25,12,4,12,0.97,48,보통,0,1,0,2,2,4,3,4,3,3,0
49,6,2,2,6.14,80,여유,0,1,0,4,3,1,3,1,3,2,1
48,6,1,5,0.86,78,여유,0,0,0,3,4,2,3,3,4,3,1
48,1,1,4,1.37,48,매우혼잡,0,0,0,3,5,5,4,4,4,4,1
46,6,3,9,0.45,89,혼잡,1,1,0,3,3,5,2,5,4,4,0
36,6,3,39,0.51,56,여유,0,0,0,1,3,3,2,3,4,1,0
68,12,1,13,2.4,108,혼잡,0,0,0,5,4,4,3,3,4,3,1
33,6,0,5,6.74,33,혼잡,0,0,0,5,5,3,4,5,5,4,1
17,3,1,9,6.66,54,보통,1,0,0,3,4,3,4,2,1,2,1
33,3,3,15,3.25,48,보통,0,1,0,3,5,2,4,5,3,4,1
16,12,3,2,0.87,99,혼잡,1,0,0,4,2,4,3,2,1,1,0
16,6,2,5,0.18,63,보통,0,0,0,2,3,3,2,4,4,3,0
69,1,4,3,0.46,148,여유,1,1,0,4,4,2,3,4,4,3,0
64,12,2,36,1.2,52,여유,1,0,0,4,3,1,3,1,1,2,0
53,3,6,12,0.34,150,보통,1,0,0,2,4,3,3,3,4,4,0
69,3,2,9,0.68,145,보통,1,0,1,3,3,5,5,4,5,4,0
65,1,2,25,1.05,56,보통,0,0,0,4,4,3,4,4,3,2,1
35,3,1,7,1.02,17,매우혼잡,0,1,0,5,3,5,3,5,5,4,0
45,1,2,14,1.8,83,보통,1,1,0,1,2,2,1,1,2,2,0
41,12,1,19,1.52,103,혼잡,0,1,0,5,4,4,4,4,3,1,0
28,6,2,20,1.22,56,여유,0,0,0,1,4,4,4,4,3,3,0
48,12,3,21,1.13,137,보통,1,0,0,4,4,3,3,5,4,2,0
66,3,3,32,0.67,36,보통,0,0,0,4,4,4,3,5,5,3,0
47,3,4,12,0.28,80,보통,0,0,0,4,5,4,3,5,5,2,0
24,6,1,13,0.25,51,혼잡,0,0,0,3,2,3,1,2,3,1,0
56,6,2,13,0.72,85,혼잡,0,1,0,4,5,4,3,3,4,3,1
28,6,5,36,0.25,40,매우혼잡,1,1,0,3,4,5,4,4,4,1,0
65,1,3,18,0.92,30,여유,0,0,0,3,4,1,2,4,4,2,0
60,1,4,21,0.13,82,보통,0,1,0,5,5,3,5,5,5,4,1
28,12,0,1,1.78,47,보통,0,0,1,3,2,2,3,4,3,1,1
65,12,0,22,1.31,57,혼잡,0,0,1,4,5,3,2,5,4,4,0
24,1,2,10,0.68,70,여유,0,1,0,1,4,1,3,3,3,4,1
55,12,2,1,1.22,43,보통,0,1,0,1,5,4,4,5,5,3,1
22,12,3,5,0.56,42,보통,0,0,0,5,4,4,2,4,4,4,0
55,3,3,11,0.79,32,여유,0,0,1,4,4,3,3,4,4,1,0
61,6,1,9,1.13,58,여유,0,0,0,1,4,3,3,3,4,2,0
35,3,0,5,1.01,71,보통,0,0,0,4,3,4,4,5,4,1,0
31,12,4,7,0.11,90,보통,0,0,0,4,4,2,3,3,4,3,0
35,3,2,21,0.81,84,매우혼잡,0,1,0,4,4,4,4,3,4,2,0
32,12,2,2,1.45,58,혼잡,0,0,0,4,4,5,4,5,5,2,1
24,6,3,3,0.99,100,혼잡,0,1,0,3,3,4,3,4,5,4,1
39,3,2,5,0.65,32,보통,0,0,0,3,5,4,4,5,5,3,0
34,12,3,4,1.04,78,보통,0,0,0,5,5,4,4,2,3,4,0
24,12,0,2,2.19,50,혼잡,1,0,0,5,2,2,2,4,4,1,0
27,6,0,2,6.31,52,매우혼잡,0,0,0,5,4,5,5,3,4,4,1
27,6,3,19,0.49,58,여유,0,0,0,2,4,2,3,4,4,2,0
35,6,1,4,1.22,56,혼잡,0,0,0,5,4,4,4,4,4,5,1
25,6,4,6,0.9,106,혼잡,1,0,0,4,3,4,2,4,4,4,1
38,1,6,8,0.17,50,여유,1,1,0,4,4,3,4,3,4,3,0
36,6,3,5,0.97,70,여유,0,0,0,4,4,1,1,3,2,2,0
55,12,3,8,0.91,82,보통,1,0,0,2,2,2,1,3,2,1,0
33,12,5,4,0.14,59,보통,1,1,0,3,3,4,1,4,4,5,0
20,1,1,1,0.43,54,혼잡,0,0,0,3,4,5,4,5,4,4,1
57,12,3,4,0.54,84,보통,0,1,0,3,2,4,4,5,5,3,0
42,1,2,9,1.22,21,보통,0,1,0,3,4,3,3,2,3,2,0
34,6,3,5,0.59,87,보통,1,1,0,2,2,2,3,1,2,3,0
30,3,3,2,0.57,49,보통,0,1,0,4,4,4,4,5,5,4,0
40,3,1,2,1.45,69,여유,0,0,0,2,3,4,4,5,4,3,0
48,6,0,9,2.27,49,혼잡,0,0,0,4,5,4,4,4,4,3,0
42,1,4,39,0.26,87,보통,0,0,0,5,4,3,4,3,3,4,0
28,12,0,5,5.44,22,보통,0,0,1,4,3,3,3,4,2,5,1
50,12,1,1,1.1,47,보통,0,0,0,3,3,3,5,3,2,1,0
30,3,0,13,1.52,75,매우혼잡,0,0,0,4,4,5,5,5,5,4,1
46,12,2,22,0.69,24,혼잡,0,0,0,4,4,1,3,4,4,3,0
35,12,1,2,0.82,71,보통,0,0,0,3,2,4,2,4,3,4,0
46,1,0,36,1.5,53,보통,0,0,0,3,4,4,4,4,3,3,0
23,1,3,4,0.64,78,보통,0,0,0,3,3,4,4,4,3,5,0
33,6,2,14,0.99,52,여유,0,1,0,1,4,2,4,3,1,2,1
32,3,3,9,0.63,104,보통,0,1,0,3,4,4,4,4,5,5,0
36,6,1,11,0.9,81,보통,1,1,0,3,1,2,2,1,3,2,1
33,6,2,25,2.44,37,여유,0,0,0,4,5,1,2,2,2,3,0
27,12,3,9,0.85,61,보통,0,0,0,1,3,2,2,1,1,2,0
45,6,0,11,3.92,40,보통,0,0,0,4,3,5,5,4,5,3,1
43,6,1,2,2.4,51,매우혼잡,0,0,0,5,5,5,5,4,5,5,1
44,6,3,3,0.3,69,혼잡,0,0,0,2,3,4,2,4,4,3,0
37,12,0,3,1.88,39,보통,0,0,0,2,3,2,1,2,4,3,0
63,3,3,15,1.08,53,보통,1,1,1,4,5,3,5,5,4,2,0
26,3,1,5,0.77,88,보통,0,0,0,1,4,2,1,4,4,2,0
43,3,3,12,0.17,91,보통,1,0,0,4,3,1,2,4,3,2,0
44,12,2,10,1.77,40,혼잡,0,0,0,2,3,5,5,3,3,3,1
62,3,1,3,2.21,23,여유,0,0,0,4,4,2,4,4,3,5,1
30,6,2,5,1.17,54,보통,0,0,0,2,3,3,3,4,2,3,1
22,3,1,2,1.02,45,매우혼잡,0,0,0,5,5,5,3,4,4,3,0
70,3,1,12,0.87,65,혼잡,0,0,0,5,4,4,2,4,3,1,0
56,12,1,36,2.33,38,매우혼잡,1,0,0,2,4,4,3,2,1,1,0
22,3,1,3,1.21,63,여유,0,0,1,3,3,2,3,4,4,4,1
27,6,3,13,0.87,57,보통,0,0,0,3,2,3,3,4,3,3,0
34,6,3,6,0.79,39,혼잡,0,0,0,2,3,5,3,1,3,2,0
52,12,1,7,2.11,80,여유,0,0,1,2,4,2,1,4,3,4,1
52,12,1,2,0.7,17,보통,0,0,0,3,3,3,3,4,3,2,0
19,1,2,6,0.87,121,보통,0,0,0,4,1,4,3,1,4,4,1
25,3,1,6,0.91,49,여유,0,0,0,4,3,3,4,4,5,2,0
53,1,2,3,4.92,143,보통,1,0,0,2,2,5,4,4,3,3,1
21,12,1,2,2.9,25,여유,0,0,0,4,3,2,3,3,5,3,0
45,6,3,6,0.7,60,보통,0,0,0,5,4,2,3,2,4,3,0
37,12,1,5,2.09,86,혼잡,0,0,0,3,2,3,4,1,2,2,1
35,12,2,16,1.07,42,보통,0,0,0,3,4,3,3,5,3,4,0
55,12,4,39,0.28,46,혼잡,1,0,0,5,4,4,5,5,5,5,0
26,3,2,4,0.27,28,보통,0,0,0,2,4,3,3,4,4,3,0
47,6,0,21,0.96,45,보통,0,0,0,5,2,3,2,4,4,3,0
22,3,4,8,0.52,105,여유,0,0,0,1,1,1,1,3,3,4,0
37,6,2,8,1.0,78,혼잡,1,1,1,4,3,3,3,2,2,1,0
43,6,3,2,0.58,130,혼잡,1,0,0,4,3,3,3,1,1,2,0
26,12,2,1,1.51,133,혼잡,1,1,0,4,3,4,4,3,4,2,0
28,6,3,12,0.55,61,보통,0,0,0,3,4,4,3,4,3,5,0
38,12,2,1,0.46,68,여유,0,0,0,1,2,3,2,2,3,1,1
40,12,3,10,1.02,22,여유,0,0,0,3,3,2,4,4,3,1,1
44,6,1,36,1.55,66,보통,0,0,0,5,5,3,1,4,4,3,1
36,3,0,4,2.01,35,여유,0,0,0,3,2,1,3,4,4,4,0
35,12,7,37,0.11,92,여유,1,1,1,2,3,2,5,3,5,3,0
23,3,2,3,1.32,27,보통,0,1,0,5,3,4,1,4,4,4,1
21,6,1,4,0.91,81,보통,0,0,0,4,3,5,4,5,4,5,1
49,3,1,7,6.45,37,혼잡,0,0,0,4,4,5,4,4,4,3,1
65,6,2,8,2.17,70,보통,0,1,0,4,2,3,4,4,2,3,0
23,6,4,5,0.93,45,보통,0,1,0,4,5,4,4,4,5,1,0
37,12,2,7,0.3,60,여유,1,0,0,2,4,2,2,3,3,2,0
22,3,2,2,1.47,100,여유,0,0,0,3,4,3,5,4,3,2,1
66,3,3,16,0.91,74,보통,0,1,0,3,2,3,4,2,1,3,0
28,1,4,24,0.14,72,여유,0,0,0,3,3,1,1,3,1,3,0
29,6,2,5,0.43,78,여유,0,0,0,3,4,3,5,4,3,4,0
39,12,1,15,1.29,77,여유,0,0,0,4,4,3,4,5,5,4,0
50,6,1,30,0.46,54,보통,0,0,0,5,2,2,2,4,4,4,0
64,1,1,18,1.15,60,혼잡,0,1,0,2,3,4,2,1,2,2,0
49,3,0,37,1.86,54,혼잡,0,0,1,3,4,3,4,3,2,5,0
22,3,2,3,0.7,37,여유,0,0,0,4,4,3,4,5,3,4,0
27,6,3,4,0.91,35,여유,0,1,0,3,4,1,3,3,3,3,0
29,12,2,6,0.67,59,보통,0,0,0,4,3,4,5,3,4,5,1
25,12,1,11,0.71,35,여유,0,0,0,2,4,2,1,2,3,3,0
61,3,0,7,7.68,46,보통,0,0,1,3,3,3,2,2,4,3,1
32,3,2,6,1.31,48,혼잡,0,0,0,5,4,3,4,3,4,1,1
32,6,4,10,0.73,51,보통,0,1,1,4,4,4,4,4,3,2,0
25,6,2,2,0.95,62,여유,1,0,0,1,2,1,1,4,3,1,0
46,12,2,10,0.69,37,여유,0,0,0,3,3,3,3,4,4,2,0
54,12,2,3,0.52,62,여유,0,0,0,2,3,4,3,3,3,3,0
63,3,0,8,0.75,39,보통,0,0,0,4,4,3,3,3,4,1,0
33,12,2,25,0.9,68,보통,1,0,0,2,4,4,3,3,3,3,0
46,6,0,1,1.02,28,여유,0,0,0,4,4,3,4,5,5,4,0
61,1,1,7,1.01,68,여유,0,0,1,1,1,3,2,1,2,3,0
47,12,2,24,0.68,75,보통,0,0,0,4,3,4,3,5,4,4,0
55,3,2,11,0.58,50,보통,0,1,0,3,2,4,4,4,5,3,0
52,1,3,22,0.17,38,여유,1,0,0,3,1,2,1,2,3,1,0
62,6,2,28,1.05,62,여유,1,0,1,4,3,3,4,5,5,3,1
23,6,0,1,1.57,88,매우혼잡,0,1,0,3,3,3,1,1,2,2,0
28,6,3,4,0.73,41,혼잡,0,1,0,4,4,2,4,2,3,4,1
55,12,0,6,5.86,33,보통,0,0,0,4,3,3,3,4,4,5,1
56,1,1,27,1.43,58,혼잡,0,0,0,3,5,3,3,4,5,2,0
20,12,4,8,0.73,108,혼잡,1,0,0,3,4,3,2,3,4,2,0
23,6,4,4,1.09,74,보통,1,0,0,3,3,5,4,3,3,3,0
46,1,1,8,5.76,60,혼잡,1,0,0,3,3,2,2,3,3,2,1
42,12,0,9,2.29,21,매우혼잡,0,0,0,4,5,5,4,4,4,4,1
38,12,1,5,0.42,81,보통,0,0,0,2,2,3,2,2,4,3,0
68,3,2,22,0.51,59,보통,0,0,0,4,3,3,2,4,4,3,0
35,6,4,2,0.69,45,보통,0,0,0,4,4,3,4,5,4,4,0
37,3,4,8,0.27,46,보통,0,1,0,2,4,4,4,5,4,3,0
68,6,5,30,0.72,110,여유,1,1,0,3,4,3,4,4,5,4,0
62,3,4,10,0.56,120,보통,0,0,0,3,3,4,3,5,3,3,0
39,3,3,25,0.42,100,여유,1,0,0,4,4,1,2,4,4,3,1
17,3,4,22,0.54,80,보통,1,1,0,4,3,3,2,4,5,4,0
55,6,2,11,1.63,88,매우혼잡,0,0,0,3,3,4,4,4,4,1,0
30,1,2,7,0.49,36,여유,0,0,0,3,3,3,3,3,2,2,0
52,6,4,6,0.14,107,보통,0,0,0,3,2,3,3,4,5,3,0
36,3,2,14,1.24,37,보통,0,0,1,4,3,4,4,3,5,4,1
17,3,0,10,0.87,82,보통,0,0,0,4,3,3,3,1,3,3,1
45,3,0,2,2.48,58,여유,0,0,0,3,2,2,3,4,4,3,0
46,12,0,14,0.86,39,보통,0,0,0,3,3,4,5,3,3,5,1
35,3,1,17,0.95,93,보통,0,0,0,3,1,2,4,2,3,3,0
34,12,4,7,0.37,73,보통,1,0,0,3,4,5,4,4,4,4,0
53,12,1,4,0.55,30,여유,0,1,0,4,3,3,3,5,5,3,0
63,12,3,35,0.61,97,여유,0,1,0,3,1,2,1,2,2,3,0
24,3,1,15,4.82,90,여유,1,1,0,4,3,2,3,4,5,5,1
21,12,1,6,3.59,16,보통,0,0,0,2,1,2,4,1,2,4,1
37,12,5,6,0.8,128,보통,0,0,0,4,4,3,3,5,5,3,0
40,1,5,22,0.19,82,보통,0,0,0,5,4,3,4,4,4,4,0
18,12,0,3,2.47,16,여유,0,0,1,4,2,4,4,4,4,4,1
27,12,4,14,0.53,121,여유,0,0,0,4,2,5,4,5,5,4,1
26,12,4,4,0.15,44,혼잡,1,0,0,1,4,3,4,3,4,1,0
34,6,0,2,4.87,62,보통,0,0,0,2,5,4,4,3,5,5,0
45,12,4,9,0.19,100,여유,1,1,0,3,4,3,3,3,4,3,0
70,3,2,20,1.13,81,여유,0,1,0,4,4,3,4,4,3,3,0
26,12,0,4,3.68,72,여유,0,0,0,4,4,1,3,5,4,5,1
48,12,5,22,1.0,90,여유,0,1,0,2,5,2,3,4,3,3,0
69,6,1,21,0.79,32,여유,0,0,1,2,3,3,1,4,4,4,0
25,3,1,11,3.38,41,여유,0,0,0,2,4,3,4,1,1,4,0
27,6,0,4,2.13,46,혼잡,0,0,1,4,4,4,4,3,3,4,1
29,12,1,2,0.19,47,보통,0,1,0,4,4,5,5,3,5,5,0
20,12,3,13,0.6,19,보통,0,1,0,3,2,3,3,3,3,2,0
16,6,3,9,0.74,57,보통,1,0,0,1,3,3,4,2,2,1,0
29,1,2,1,0.69,87,보통,0,0,0,3,3,3,3,3,2,4,0
23,6,2,30,1.37,78,보통,0,0,0,4,4,4,5,4,4,2,0
69,3,1,22,0.9,46,보통,0,0,0,4,3,3,4,3,4,4,0
21,12,3,9,1.81,86,보통,0,1,0,4,3,4,5,4,4,3,0
20,6,2,6,0.57,24,보통,0,1,0,4,3,4,3,5,5,3,0
44,6,3,4,0.49,79,매우혼잡,0,1,0,4,5,5,5,5,4,4,0
22,12,1,9,1.27,112,매우혼잡,0,0,0,5,4,5,5,4,3,4,0
34,12,2,7,0.25,21,보통,0,0,0,2,3,4,3,4,4,3,1
52,6,2,30,1.31,88,여유,0,0,0,2,3,1,2,3,4,3,0
30,6,0,1,1.26,25,보통,0,0,0,4,2,3,4,3,4,1,1
18,12,2,14,0.69,134,여유,0,0,0,2,1,3,3,3,4,3,0
35,12,2,3,0.64,48,보통,0,1,0,2,5,3,2,5,5,3,0
32,6,1,1,1.36,87,혼잡,0,1,0,5,3,3,3,3,3,3,0
39,3,1,8,0.79,75,혼잡,0,0,0,3,4,4,5,2,1,2,0
20,12,1,1,0.86,34,혼잡,0,1,0,5,3,5,5,4,4,4,1
34,3,2,16,0.2,51,보통,0,0,0,5,4,5,5,4,2,3,0
37,3,3,3,0.85,77,혼잡,0,1,0,4,3,1,2,2,1,1,0
29,1,2,8,0.21,23,혼잡,0,0,0,4,3,3,2,2,4,2,1
51,12,2,7,0.75,103,보통,0,0,0,1,4,4,2,3,4,1,0
53,1,2,9,0.86,87,매우혼잡,1,1,0,5,3,3,4,4,1,2,0
35,6,3,13,0.17,40,여유,0,1,0,3,2,4,4,5,5,4,0
38,12,2,24,0.99,40,매우혼잡,0,0,0,3,4,5,3,4,5,4,0
35,3,6,11,0.28,144,혼잡,1,0,0,4,3,4,4,5,5,2,0
24,12,2,2,0.68,58,여유,0,0,0,1,3,2,1,5,4,2,0
41,1,2,2,1.78,88,여유,0,0,0,5,5,1,3,4,4,3,1
46,1,5,36,0.51,25,여유,1,1,0,2,4,2,4,2,3,5,0
47,3,3,11,0.62,118,여유,0,0,0,1,4,2,4,1,3,4,0
45,12,2,20,1.58,79,혼잡,1,1,0,5,4,4,4,5,5,3,1
66,6,2,34,0.92,49,매우혼잡,0,0,0,5,5,5,4,4,4,3,0
30,12,3,4,0.87,30,매우혼잡,0,1,0,4,3,3,3,3,4,3,1
25,3,2,6,0.75,64,혼잡,0,0,0,4,5,5,3,5,4,3,0
26,3,2,5,0.8,60,매우혼잡,0,1,0,4,2,5,3,4,5,1,0
59,6,2,2,0.51,73,보통,0,0,0,4,4,4,5,5,5,4,0
36,1,2,4,1.39,33,보통,0,1,0,4,4,2,3,4,4,2,0
35,6,4,12,0.16,70,여유,0,1,0,1,1,2,4,4,2,3,0
67,12,2,13,1.2,28,혼잡,0,0,0,3,4,3,4,3,3,3,0
42,6,2,12,1.03,57,보통,1,0,1,2,4,4,4,4,4,3,1
43,6,2,6,2.49,61,보통,1,1,1,5,4,3,2,3,4,2,0
21,3,2,12,0.79,87,혼잡,1,1,1,4,3,4,5,3,4,3,0
41,6,1,2,1.21,96,여유,1,0,0,4,4,3,3,5,5,3,0
23,6,4,5,0.37,112,매우혼잡,1,0,0,4,4,4,4,3,4,2,0
32,6,4,10,0.43,78,혼잡,1,1,0,5,4,5,5,4,4,4,0
59,6,4,15,1.11,60,여유,0,1,0,1,1,3,1,4,3,2,0
24,12,2,3,0.86,80,혼잡,1,0,0,4,4,4,3,5,4,4,0
57,3,2,8,0.9,60,혼잡,0,1,0,5,4,4,5,3,4,3,0
31,3,1,3,0.5,71,보통,0,0,0,3,5,4,5,4,5,3,0
32,1,1,39,0.81,45,여유,0,0,0,1,2,1,1,2,1,1,0
56,6,6,21,0.13,86,여유,1,1,0,4,4,4,4,5,4,4,0
44,1,1,11,1.31,45,혼잡,0,0,0,4,4,5,3,4,2,4,1
35,3,3,5,0.44,56,보통,0,1,0,5,4,3,4,4,4,3,0
56,3,5,2,0.81,88,보통,1,0,0,4,3,2,4,1,3,3,0
44,12,3,8,0.91,51,여유,0,0,0,1,3,3,2,2,2,3,1
43,12,0,8,1.71,59,여유,0,0,0,4,5,3,3,4,4,2,1
33,6,3,23,0.24,67,보통,0,0,0,4,5,5,5,5,4,4,0
50,12,3,21,0.37,52,매우혼잡,0,1,0,3,3,4,4,2,4,2,0
49,6,3,35,0.52,70,여유,0,1,0,5,4,2,4,3,3,2,0
38,3,2,23,0.89,36,매우혼잡,0,0,0,4,4,4,4,3,2,4,0
24,3,1,17,3.64,87,혼잡,0,1,0,5,3,5,3,5,3,3,1
22,3,2,9,3.75,66,혼잡,0,1,0,5,3,1,3,1,3,2,1
24,12,7,11,0.15,117,보통,1,0,0,3,3,3,1,4,4,1,0
35,6,2,22,0.55,48,보통,0,0,0,2,4,4,4,4,4,3,0
59,3,2,1,1.6,101,혼잡,0,0,0,4,4,4,4,5,5,4,1
54,12,1,3,1.15,79,혼잡,0,0,0,3,4,2,3,5,3,2,1
44,1,3,4,0.97,57,여유,1,1,0,2,2,1,2,4,3,2,0
39,3,2,2,1.09,39,혼잡,0,0,0,3,4,3,3,4,4,3,0
